Title,Star Rating,Main Content,Review Date
Best place to buy your professional film...,Rated 5 out of 5 stars,They have the products I needed at a good price and the order process was very smooth. On top of it all the shipping was free!,2023-10-18T20:29:20.000Z
Excellent Company,Rated 5 out of 5 stars,"We have purchased equipment and devices (computers, monitors, TVs, etc) from  B&H for many years with no problems at all.  Shipping was usually free and prices below competitors.  Highly recommended.",2023-10-18T20:22:37.000Z
It is so easy to find and order what I…,Rated 5 out of 5 stars,It is so easy to find and order what I am looking for on B&H's web site.,2023-10-18T18:57:40.000Z
Always satisfied with B&H,Rated 5 out of 5 stars,Shopping with B&H is always a good experience. Fast processing and shipping.,2023-10-18T18:46:39.000Z
Always a great experience with B&H!!,Rated 5 out of 5 stars,,2023-10-18T18:46:16.000Z
Always excellent customer service on the phone and online.,Rated 5 out of 5 stars,Always excellent customer service and fast delivery.,2023-10-18T18:31:13.000Z
B&H Photo is a TOTAL RIP OFF,Rated 1 out of 5 stars,I purchased a one year subscription to Bitdefender and B&H provided me with an invalid license code. Now they wont refund my money. They say this is not a refundable item. B&H are liars and thieves. They totally ripped me off.,2023-10-18T18:29:21.000Z
Easy to find items wanted..,Rated 5 out of 5 stars,Easy to find items wanted..Checkout and delivery schedule excellent.,2023-10-18T18:23:58.000Z
Just what I needed!,Rated 5 out of 5 stars,The website is especially easy to navigate and the inventory and selection are always exactly what I'm looking for.,2023-10-18T18:08:04.000Z
Esay Peasy,Rated 5 out of 5 stars,"Low expectations for ordering stuff on web sites. Often if I want to change stuff I have to start over, slow response. etc",2023-10-18T17:50:39.000Z
easy search and place order,Rated 5 out of 5 stars,,2023-10-18T17:29:06.000Z
Always fast and easy ordering.,Rated 5 out of 5 stars,,2023-10-18T17:07:28.000Z
Easy interface,Rated 5 out of 5 stars,"Easy interface, all went without a hitch.",2023-10-18T16:55:35.000Z
Excellent service,Rated 5 out of 5 stars,,2023-10-18T16:51:53.000Z
They do it right,Rated 5 out of 5 stars,They do it right.  They have what you need.,2023-10-18T16:19:47.000Z
Tax free,Rated 5 out of 5 stars,tax-free if paid with paybo credit card,2023-10-18T16:03:14.000Z
Fast and efficient,Rated 5 out of 5 stars,,2023-10-18T16:02:26.000Z
Great shopping experience,Rated 5 out of 5 stars,Website is easy to navigate and the product I was looking for was easy to find. Great prices and  next-day shipping.,2023-10-18T15:59:10.000Z
Quick,Rated 5 out of 5 stars,"Quick, easy & secure...",2023-10-18T14:46:17.000Z
B&H...always the best!,Rated 5 out of 5 stars,,2023-10-18T12:43:24.000Z
I trust B&H more than Amazon.,Rated 5 out of 5 stars,I own an IT business and am a frequent buyer. I love buying everything I can from B&H. I feel like I can trust B&H more than Amazon.,2023-10-18T06:39:44.000Z
Is trutworthy,Rated 5 out of 5 stars,One of the experiences is how difficult it is to communicate with you and I don't like voice machines,2023-10-18T05:54:40.000Z
Great discounts,Rated 5 out of 5 stars,"Great discounts, practical experience.",2023-10-18T05:28:53.000Z
Lens cap,Rated 5 out of 5 stars,Was able to find what I was looking for,2023-10-18T05:06:05.000Z
Website very easy to navigate and make…,Rated 5 out of 5 stars,Website very easy to navigate and make changes,2023-10-18T03:15:49.000Z
Couldn't be Easier,Rated 5 out of 5 stars,Easy to search and find the exact items I'm looking for.  Checkout is a breeze and shipping is superfast.  This is my number one photo supply store.,2023-10-18T03:11:19.000Z
GREAT PRICING,Rated 5 out of 5 stars,,2023-10-18T00:51:16.000Z
Easy and Efficient Purchase,Rated 5 out of 5 stars,I was looking for a battery for my camera and a battery.  The site search found exactly what I needed.  Purchasing was clear and easy.,2023-10-18T00:44:36.000Z
Customer service is great,Rated 5 out of 5 stars,"Customer service is great. Always friendly, available and knowledgeable!",2023-10-18T00:19:16.000Z
fast service and transaction,Rated 5 out of 5 stars,,2023-10-17T23:26:22.000Z
the best store in the world,Rated 5 out of 5 stars,,2023-10-17T23:15:47.000Z
Quick and Easy Ordering,Rated 5 out of 5 stars,"Couldn't have been simpler. Found the item I needed and, quite literally, in just a few clicks the item was ordered and paid for.",2023-10-17T22:44:27.000Z
Great Transactions !!!,Rated 5 out of 5 stars,,2023-10-17T22:30:56.000Z
I’ve been ordering from B&H for over 10…,Rated 5 out of 5 stars,"I’ve been ordering from B&H for over 10 years, they are trustworthy, honest, and have great prices.  I highly recommend them for all your photo needs.",2023-10-17T21:39:21.000Z
No problems ordering and finding what I…,Rated 5 out of 5 stars,No problems ordering and finding what I want.,2023-10-17T21:38:07.000Z
Free Expedited Shipping!,Rated 5 out of 5 stars,"It remembered my cart, made for easy checkout and expedited shipping was free!",2023-10-17T20:46:17.000Z
Easy to handle and items in stock,Rated 5 out of 5 stars,,2023-10-17T20:33:36.000Z
Easy to order,Rated 5 out of 5 stars,Easy to order. Factual information.,2023-10-17T20:26:52.000Z
Easy to find products,Rated 5 out of 5 stars,Easy to find products. Very easy to purchase the items using the web site.,2023-10-17T20:25:02.000Z
online shopping is always a breeze,Rated 5 out of 5 stars,,2023-10-17T20:18:03.000Z
Easy to use and a wishlist for referral,Rated 5 out of 5 stars,Nice to have my history along with a wishlist,2023-10-17T19:52:22.000Z
Great pricing and inventory,Rated 5 out of 5 stars,,2023-10-17T19:49:30.000Z
Excellent sorting tools for PC memory…,Rated 5 out of 5 stars,Excellent sorting tools for PC memory modules.,2023-10-17T19:20:43.000Z
They have what I want,Rated 5 out of 5 stars,,2023-10-17T19:18:32.000Z
I wanted Kodak D76  but last week It…,Rated 4 out of 5 stars,I wanted Kodak D76  but last week It said temp. out of stock so I ordered something else  Then it came up it would take up to 2-4 weeks  Now web page says kodak D76  is in   so I canceled my first order and ordeded KodakD76,2023-10-17T18:52:27.000Z
Quick shipping is important to me,Rated 5 out of 5 stars,,2023-10-17T18:38:40.000Z
B&H is the gold standard for online process.,Rated 5 out of 5 stars,"B&H is the gold standard for online process and support. It's like an honor dealing with you people. If I ever find myself in New York, among all the museums and shows and attractions I'd visit, B&H would be top of my list.",2023-10-17T18:24:43.000Z
Easy checkout,Rated 5 out of 5 stars,"Easy checkout, fast customer chat support answered my questions quickly.  Made this an easy win.",2023-10-17T18:14:06.000Z
Book photo taking,Rated 5 out of 5 stars,"I found what I need, and you answered my questions quickly.",2023-10-17T18:09:13.000Z
I Stand With Israel,Rated 5 out of 5 stars,,2023-10-17T17:36:24.000Z
"Excellent, as usual",Rated 5 out of 5 stars,"Excellent, as usual. B&H has never let me down.",2023-10-17T16:17:01.000Z
ALWAYS willing to Help!,Rated 5 out of 5 stars,"I've shopped with B&H since I've started my photography and cinematography career/business. I trust them to alway be there when I need them. They've alway been able to answer my questions in matters of gear being redly available and at some points given me some pointers on what would possibly work best with the gear that I purchase.  Explaining to me how things connect with each other and how they are compatible. For that, I say Thank You!",2023-10-17T16:07:10.000Z
Quick and shipping is free.,Rated 5 out of 5 stars,,2023-10-17T15:46:26.000Z
Excellent Customer Service,Rated 5 out of 5 stars,Fantastic experience and Teri C. was amazing!! Highly recommend.,2023-10-17T15:27:32.000Z
GREAT WEBSITE AND GREAT COMPANY,Rated 5 out of 5 stars,,2023-10-17T14:55:54.000Z
I love that B and H has a large…,Rated 5 out of 5 stars,I love that B and H has a large selection of affordable industrial monitors with an easy to use web site.,2023-10-17T13:52:05.000Z
12 year relationship that doesnt…,Rated 5 out of 5 stars,"12 year relationship that doesnt change. You get what you order the next day, no issues, no hassles.",2023-10-17T13:50:18.000Z
Great service,Rated 5 out of 5 stars,"Very easy and organized online program, checkout simple",2023-10-17T10:18:15.000Z
Very well organized and detailed product listings.,Rated 5 out of 5 stars,The way the products are organized on the website as well as the detail product information make it much easier to find what I am looking for than I can on Amazon.,2023-10-17T09:51:30.000Z
Everything was great!,Rated 5 out of 5 stars,,2023-10-17T06:32:53.000Z
Excellent products and Service.,Rated 5 out of 5 stars,,2023-10-17T05:02:57.000Z
fast and straight forward,Rated 5 out of 5 stars,quick and hassle free.,2023-10-17T04:22:18.000Z
Latest Purchase,Rated 5 out of 5 stars,Easy to find what I was looking for. B&H is always great to deal with.,2023-10-17T02:43:15.000Z
quick and easy to order,Rated 5 out of 5 stars,,2023-10-17T02:18:44.000Z
Professional Gear,Rated 5 out of 5 stars,Always a great selection with awesome pricing. Great photos and videos of the products.,2023-10-16T23:47:27.000Z
Very good service,Rated 5 out of 5 stars,,2023-10-16T23:27:03.000Z
well organized site easy to find…,Rated 5 out of 5 stars,well organized site easy to find anything you're looking for,2023-10-16T23:15:27.000Z
B&H Is My Go-To Tech Store!,Rated 5 out of 5 stars,"Wide variety of product and options. Extremely fast shipping. Great financing options with B&H Credit Card. Easy and fast checkout. Great product information, along with customer photos. Great pricing when compared to other retailers in some cases.",2023-10-16T23:08:46.000Z
Lots of inventory,Rated 5 out of 5 stars,Lots of inventory. Always seem to have what I want when I want it. Very quick to process and deliver products.,2023-10-16T22:27:33.000Z
Good site experience,Rated 4 out of 5 stars,,2023-10-16T22:24:25.000Z
B&H has a well designed web site that…,Rated 5 out of 5 stars,B&H has a well designed web site that makes it easy to find what you are looking for.,2023-10-16T21:42:47.000Z
Quick and easy.,Rated 5 out of 5 stars,,2023-10-16T21:06:28.000Z
Reliable,Rated 5 out of 5 stars,"Speed, accuracy, and quality options for merchandise. No hassle shipping.",2023-10-16T21:03:56.000Z
Excellent customer service and easy to navigate website &,Rated 5 out of 5 stars,"Easy to navigate website, great selection of new and used products, I've been a customer for almost two decades. They actually answer the phone answer questions and offer their expertise which I really appreciate in the day and age of disappearing phone support!",2023-10-16T21:03:40.000Z
Great selection of used equipment.,Rated 5 out of 5 stars,,2023-10-16T21:00:02.000Z
they are always on time for everything…,Rated 5 out of 5 stars,they are always on time for everything and .they have a fast delivery service,2023-10-16T20:40:26.000Z
PayBOO was immediately available for my…,Rated 5 out of 5 stars,PayBOO was immediately available for my purchase and the item I wanted was in stock.,2023-10-16T20:33:54.000Z
Easy!,Rated 5 out of 5 stars,"Easy, effective, and fast",2023-10-16T20:21:10.000Z
I have placed dozens of orders and have…,Rated 5 out of 5 stars,"I have placed dozens of orders and have only great experiences with B&H, both small orders and large orders.",2023-10-16T19:59:19.000Z
Easy to find items,Rated 5 out of 5 stars,Easy to find items. Online store is well organized.,2023-10-16T19:40:28.000Z
Found item in seconds. Great price.,Rated 5 out of 5 stars,"Found item in seconds. Cheaper than will-known competitor, and two-day free shipping. Web site easy to navigate, and fast.",2023-10-16T19:11:17.000Z
Easy to find what looking for.,Rated 5 out of 5 stars,,2023-10-16T19:00:03.000Z
Easy access,Rated 5 out of 5 stars,,2023-10-16T18:53:07.000Z
Service you can count on.,Rated 5 out of 5 stars,"As usual, the sales staff is quick to answer questions the product is as described and when a delivery date is established, they stick with it.   Doing business here for over 30 years and never disappointed.",2023-10-16T18:46:45.000Z
Consistently simple and efficient ordering system!,Rated 5 out of 5 stars,"Very simple, straightforward and efficient ordering system; I continue to love it.",2023-10-16T18:43:25.000Z
Fast & Easy,Rated 5 out of 5 stars,"Fast, easy to navigate, and complete your order.",2023-10-16T18:11:16.000Z
